Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
19_1,Week.5,5,2018-12-31,2019-01-04,Sac DW Ship Channel,2,6,1,27687.5604,1,19996.5714,30411491,1521.394233,2316867.706,1522.126048,210,5502,
19_1,Week.5,5,2018-12-31,2019-01-04,Lower San Joaquin,6,24,0,99561.92228,0,71905.83276,122096565,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Southern Delta,3,11,0,40659.55415,0,29365.23355,136731814,0,NA,NA,NA,NA,
19_1,Week.5,5,2018-12-31,2019-01-04,Total,32,125,1,479981.6289,1,346653.3987,NA,1521.394233,2316867.706,1522.126048,210,5502,Full
19_1,Week.6,6,2019-01-07,2019-01-10,Western Delta,5,20,0,78842.58775,0,56941.86893,190166275,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Suisun Bay,6,24,0,102567.8501,0,74076.7806,285840678,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Suisun Marsh,3,12,1,45881.51121,1,33136.64698,76278718,2302.334758,5303716.31,2302.979876,318,8325,
19_1,Week.6,6,2019-01-07,2019-01-10,Lower Sacramento,7,26,1,113083.8795,1,81671.69074,88162170,1608.665133,7781304.016,2789.498883,80,8089,
19_1,Week.6,6,2019-01-07,2019-01-10,Cache Slough LI,3,12,0,47724.49541,0,34467.69113,33420492,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Sac DW Ship Channel,2,8,0,31761.06434,0,22938.54646,30411491,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Lower San Joaquin,11,44,0,180270.634,0,130195.4579,122096565,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Southern Delta,6,21,0,74560.60093,0,53849.32289,136731814,0,NA,NA,NA,NA,
19_1,Week.6,6,2019-01-07,2019-01-10,Total,43,167,2,674692.6232,2,487278.0056,NA,3910.999891,13085020.33,3617.322259,615,13406,Full
19_1,Week.7,7,2019-01-14,2019-01-17,Western Delta,3,12,0,53285.23715,0,38483.78239,190166275,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Suisun Bay,5,20,0,78801.02596,0,56911.85208,285840678,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Suisun Marsh,3,12,0,49196.79345,0,35531.01749,76278718,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Lower Sacramento,4,15,2,62024.21959,2,44795.2697,88162170,3936.441033,7752284.497,2784.292459,922,11198,
19_1,Week.7,7,2019-01-14,2019-01-17,Cache Slough LI,3,12,0,44929.85873,0,32449.34242,33420492,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Sac DW Ship Channel,3,10,2,38082.27436,2,27503.86482,30411491,2213.369707,2484429.731,1576.207388,514,6326,
19_1,Week.7,7,2019-01-14,2019-01-17,Lower San Joaquin,10,40,0,168548.302,0,121729.3292,122096565,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Southern Delta,7,25,0,101112.0644,0,73025.37985,136731814,0,NA,NA,NA,NA,
19_1,Week.7,7,2019-01-14,2019-01-17,Total,38,146,4,595979.7756,4,430429.8379,NA,6149.81074,10236714.23,3199.486557,2090,14238,Full
19_1,Week.8,8,2019-01-22,2019-01-25,Western Delta,5,20,0,93377.86613,0,67439.56998,190166275,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Suisun Bay,6,24,0,99319.29133,0,71730.5993,285840678,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Suisun Marsh,3,12,0,48460.13895,0,34998.98924,76278718,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Lower Sacramento,7,28,0,113497.3631,0,81970.31776,88162170,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Cache Slough LI,3,12,0,45924.30861,0,33167.55622,33420492,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Sac DW Ship Channel,3,10,2,42200.26063,2,30477.96601,30411491,3169.965234,11716313.2,3422.910049,385,12065,
19_1,Week.8,8,2019-01-22,2019-01-25,Lower San Joaquin,6,24,0,100069.7623,0,72272.60612,122096565,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Southern Delta,6,23,0,94581.5852,0,68308.92264,136731814,0,NA,NA,NA,NA,
19_1,Week.8,8,2019-01-22,2019-01-25,Total,39,153,2,637430.5762,2,460366.5273,NA,3169.965234,11716313.2,3422.910049,385,12065,Full
19_1,Week.9,9,2019-01-28,2019-01-31,Western Delta,4,16,0,63985.48637,0,46211.74016,190166275,0,NA,NA,NA,NA,
19_1,Week.9,9,2019-01-28,2019-01-31,Suisun Bay,6,22,1,87538.54812,1,63222.28475,285840678,4592.70793,60883308.41,7802.775686,237,22858,
19_1,Week.9,9,2019-01-28,2019-01-31,Suisun Marsh,3,11,1,38858.69338,1,28064.61188,76278718,5197.627776,54073362.6,7353.459227,384,23417,
19_1,Week.9,9,2019-01-28,2019-01-31,Lower Sacramento,6,22,1,83674.65036,1,60431.69193,88162170,1444.668274,2132926.114,1460.454078,196,5262,
19_1,Week.9,9,2019-01-28,2019-01-31,Cache Slough LI,3,10,1,36136.17201,1,26098.34645,33420492,1281.225171,1646437.988,1283.135998,177,4637,
19_1,Week.9,9,2019-01-28,2019-01-31,Sac DW Ship Channel,4,10,4,36649.74084,4,26469.25727,30411491,4596.152968,5281434.86,2298.137259,1629,10376,
19_1,Week.9,9,2019-01-28,2019-01-31,Lower San Joaquin,7,28,1,110600.2822,1,79877.98159,122096565,1528.66801,2338477.758,1529.208213,211,5528,
19_1,Week.9,9,2019-01-28,2019-01-31,Southern Delta,5,20,0,94503.17946,0,68252.29627,136731814,0,NA,NA,NA,NA,
19_1,Week.9,9,2019-01-28,2019-01-31,Total,38,139,9,551946.7527,9,398628.2103,NA,18641.05013,126355947.7,11240.81615,5359,47552,Full
19_1,Week.10,10,2019-02-04,2019-02-07,Western Delta,4,16,0,68427.65454,0,49419.97273,190166275,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Suisun Bay,6,24,0,93784.94694,0,67733.57279,285840678,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Suisun Marsh,3,11,1,38592.8103,1,27872.58522,76278718,2721.251813,7463171.985,2731.880668,374,9864,
19_1,Week.10,10,2019-02-04,2019-02-07,Lower Sacramento,4,16,0,66911.21115,0,48324.76361,88162170,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Cache Slough LI,3,12,0,44537.60538,0,32166.04833,33420492,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Sac DW Ship Channel,3,12,0,44694.30453,0,32279.21994,30411491,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Lower San Joaquin,7,28,0,120580.1646,0,87085.67447,122096565,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Southern Delta,6,24,0,88049.42105,0,63591.24853,136731814,0,NA,NA,NA,NA,
19_1,Week.10,10,2019-02-04,2019-02-07,Total,36,143,1,565578.1185,1,408473.0856,NA,2721.251813,7463171.985,2731.880668,374,9864,Full
19_1,Week.11,11,2019-02-11,2019-02-15,Western Delta,2,6,0,36382.8468,0,26276.50047,190166275,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Suisun Bay,4,16,0,59079.9605,0,42668.86036,285840678,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Suisun Marsh,3,12,0,49641.27985,0,35852.03545,76278718,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Lower Sacramento,4,14,1,52165.9896,1,37675.43694,88162170,2342.698234,5557457.204,2357.42597,321,8506,
19_1,Week.11,11,2019-02-11,2019-02-15,Cache Slough LI,2,8,0,30976.55762,0,22371.95828,33420492,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Sac DW Ship Channel,3,12,2,45600.80069,2,32933.91161,30411491,1846.817383,1705810.357,1306.066751,433,5253,
19_1,Week.11,11,2019-02-11,2019-02-15,Lower San Joaquin,7,28,0,109939.1129,0,79400.47042,122096565,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Southern Delta,2,8,0,36028.33603,0,26020.46491,136731814,0,NA,NA,NA,NA,
19_1,Week.11,11,2019-02-11,2019-02-15,Total,27,104,3,419814.884,3,303199.6384,NA,4189.515618,7263267.561,2695.045002,1112,11165,Full
19_1,Week.12,12,2019-02-19,2019-02-22,Western Delta,4,16,0,68339.70083,0,49356.4506,190166275,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Suisun Bay,6,22,1,94629.10042,1,68343.23919,285840678,4182.912756,17517671.83,4185.411787,578,15129,
19_1,Week.12,12,2019-02-19,2019-02-22,Suisun Marsh,3,12,0,42645.08403,0,30799.22735,76278718,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Lower Sacramento,6,24,0,97469.90437,0,70394.93094,88162170,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Cache Slough LI,3,12,0,39196.01778,0,28308.23507,33420492,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Sac DW Ship Channel,3,12,0,41510.44738,0,29979.76755,30411491,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Lower San Joaquin,7,28,0,111541.1511,0,80557.498,122096565,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Southern Delta,4,13,0,54644.53208,0,39465.49539,136731814,0,NA,NA,NA,NA,
19_1,Week.12,12,2019-02-19,2019-02-22,Total,36,139,1,549975.938,1,397204.8441,NA,4182.912756,17517671.83,4185.411787,578,15129,Full
19_1,Week.13,13,2019-02-25,2019-03-01,Western Delta,3,12,0,49653.74839,0,35861.0405,190166275,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Suisun Bay,6,24,0,92270.07615,0,66639.49944,285840678,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Suisun Marsh,3,12,0,50595.62823,0,36541.28705,76278718,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Lower Sacramento,3,12,0,46612.77391,0,33664.78116,88162170,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Cache Slough LI,3,12,0,43915.5266,0,31716.76921,33420492,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Sac DW Ship Channel,3,12,2,48721.97817,2,35188.09535,30411491,3000.397669,8391984.133,2896.892151,440,10592,
19_1,Week.13,13,2019-02-25,2019-03-01,Lower San Joaquin,6,24,0,94575.18244,0,68304.29843,122096565,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Southern Delta,6,24,0,93659.58762,0,67643.0355,136731814,0,NA,NA,NA,NA,
19_1,Week.13,13,2019-02-25,2019-03-01,Total,33,132,2,520004.5015,2,375558.8066,NA,3000.397669,8391984.133,2896.892151,440,10592,Full
19_1,Week.14,14,2019-03-04,2019-03-07,Western Delta,5,20,0,89863.76132,0,64901.6054,190166275,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Suisun Bay,5,20,0,89925.09303,0,64945.90052,285840678,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Suisun Marsh,3,12,0,56951.21097,0,41131.43014,76278718,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Lower Sacramento,6,24,0,97044.85091,0,70087.94788,88162170,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Cache Slough LI,3,12,0,37222.50712,0,26882.92181,33420492,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Sac DW Ship Channel,3,12,0,48851.38134,0,35281.55319,30411491,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Lower San Joaquin,7,28,0,111365.2436,0,80430.45375,122096565,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Southern Delta,5,20,0,74045.90881,0,53477.60081,136731814,0,NA,NA,NA,NA,
19_1,Week.14,14,2019-03-04,2019-03-07,Total,37,148,0,605269.9571,0,437139.4135,NA,0,0,NA,NA,NA,Full
19_1,Week.15,15,2019-03-11,2019-03-14,Western Delta,4,16,0,75667.49227,0,54648.74442,190166275,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Suisun Bay,5,20,0,91840.19253,0,66329.02794,285840678,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Suisun Marsh,3,12,0,47311.01184,0,34169.06411,76278718,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Lower Sacramento,6,24,0,104295.5846,0,75324.58885,88162170,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Cache Slough LI,3,10,0,43395.55501,0,31341.23417,33420492,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Sac DW Ship Channel,3,12,0,45258.42147,0,32686.63773,30411491,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Lower San Joaquin,6,24,0,96130.37938,0,69427.49622,122096565,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Southern Delta,6,24,0,94882.62729,0,68526.34193,136731814,0,NA,NA,NA,NA,
19_1,Week.15,15,2019-03-11,2019-03-14,Total,36,142,0,598781.2644,0,432453.1354,NA,0,0,NA,NA,NA,Full
19_1,Week.16,16,2019-03-18,2019-03-21,Western Delta,4,16,0,68340.3748,0,49356.93736,190166275,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Suisun Bay,6,24,0,100713.9699,0,72737.86718,285840678,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Suisun Marsh,3,12,0,44301.3772,0,31995.43909,76278718,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Lower Sacramento,6,24,0,101796.8228,0,73519.92761,88162170,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Cache Slough LI,3,10,0,38694.91749,0,27946.3293,33420492,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Sac DW Ship Channel,3,12,0,41981.89278,0,30320.2559,30411491,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Lower San Joaquin,7,28,0,125325.6215,0,90512.94886,122096565,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Southern Delta,6,21,0,85829.01094,0,61987.61901,136731814,0,NA,NA,NA,NA,
19_1,Week.16,16,2019-03-18,2019-03-21,Total,38,147,0,606983.9875,0,438377.3243,NA,0,0,NA,NA,NA,Full
19_1,Week.17,17,2019-03-25,2019-03-28,Western Delta,3,12,0,63472.25453,0,45841.07272,190166275,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Suisun Bay,6,21,0,99548.44278,0,71896.09756,285840678,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Suisun Marsh,3,12,0,56794.8488,0,41018.50191,76278718,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Lower Sacramento,6,24,0,97714.22025,0,70571.38129,88162170,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Cache Slough LI,3,12,0,45941.83196,0,33180.21197,33420492,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Sac DW Ship Channel,3,12,0,49011.78735,0,35397.40198,30411491,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Lower San Joaquin,6,24,0,92545.5072,0,66838.42187,122096565,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Southern Delta,6,24,0,86315.17145,0,62338.73494,136731814,0,NA,NA,NA,NA,
19_1,Week.17,17,2019-03-25,2019-03-28,Total,36,141,0,591344.0643,0,427081.8242,NA,0,0,NA,NA,NA,Full
19_2,Week.1,1,2019-06-03,2019-06-07,Suisun Bay,7,14,0,13432.65206,0,13432.65206,531809657,0,0,NA,NA,NA,
19_2,Week.1,1,2019-06-03,2019-06-07,Suisun Marsh,5,10,0,13574.55413,0,13574.55413,106744669,0,0,NA,NA,NA,
19_2,Week.1,1,2019-06-03,2019-06-07,Lower Sacramento,5,10,0,9236.457291,0,9236.457291,171562419,0,0,NA,NA,NA,
19_2,Week.1,1,2019-06-03,2019-06-07,Cache Slough LI,5,10,0,9058.359439,0,9058.359439,52180503,0,0,NA,NA,NA,
19_2,Week.1,1,2019-06-03,2019-06-07,Sac DW Ship Channel,10,20,1,18688.46614,1,18688.46614,64336104,3442.556683,11804861.29,3435.820323,478,12430,
19_2,Week.1,1,2019-06-03,2019-06-07,Lower San Joaquin,5,10,0,10067.62118,0,10067.62118,232126861,0,0,NA,NA,NA,
19_2,Week.1,1,2019-06-03,2019-06-07,Total,37,74,1,74058.11023,1,74058.11023,NA,3442.556683,11804861.29,3435.820323,478,12430,Full
19_2,Week.2,2,2019-06-10,2019-06-14,Suisun Bay,4,8,0,7674.601218,0,7674.601218,531809657,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Suisun Marsh,5,10,0,9608.640816,0,9608.640816,106744669,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Lower Sacramento,2,3,0,2902.398479,0,2902.398479,171562419,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Cache Slough LI,5,10,0,9629.376292,0,9629.376292,52180503,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Sac DW Ship Channel,5,10,0,9479.886093,0,9479.886093,64336104,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Lower San Joaquin,5,10,0,9607.991565,0,9607.991565,232126861,0,0,NA,NA,NA,
19_2,Week.2,2,2019-06-10,2019-06-14,Total,26,51,0,48902.89446,0,48902.89446,NA,0,0,NA,NA,NA,Full
19_2,Week.3,3,2019-06-17,2019-06-21,Suisun Bay,4,8,2,7751.010025,2,7751.010025,531809657,137223.3181,19096951000,138191.7183,18755,498483,
19_2,Week.3,3,2019-06-17,2019-06-21,Suisun Marsh,2,4,0,3859.436034,0,3859.436034,106744669,0,0,NA,NA,NA,
19_2,Week.3,3,2019-06-17,2019-06-21,Lower Sacramento,5,10,0,9503.746092,0,9503.746092,171562419,0,0,NA,NA,NA,
19_2,Week.3,3,2019-06-17,2019-06-21,Cache Slough LI,5,10,0,8844.836793,0,8844.836793,52180503,0,0,NA,NA,NA,
19_2,Week.3,3,2019-06-17,2019-06-21,Sac DW Ship Channel,10,20,4,19623.95665,4,19623.95665,64336104,13113.78844,35995014.79,5999.584552,5074,28024,
19_2,Week.3,3,2019-06-17,2019-06-21,Lower San Joaquin,5,10,0,9411.065415,0,9411.065415,232126861,0,0,NA,NA,NA,
19_2,Week.3,3,2019-06-17,2019-06-21,Total,31,62,6,58994.05101,6,58994.05101,NA,150337.1065,19132946015,138321.8928,23838,513453,Full
19_2,Week.4,4,2019-06-24,2019-06-27,Suisun Bay,7,14,0,12636.30429,0,12636.30429,531809657,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Suisun Marsh,5,10,0,9731.268227,0,9731.268227,106744669,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Lower Sacramento,5,10,0,9293.145078,0,9293.145078,171562419,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Cache Slough LI,5,10,0,9336.88841,0,9336.88841,52180503,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Sac DW Ship Channel,7,14,0,13216.20778,0,13216.20778,64336104,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Lower San Joaquin,5,10,0,9538.156431,0,9538.156431,232126861,0,0,NA,NA,NA,
19_2,Week.4,4,2019-06-24,2019-06-27,Total,34,68,0,63751.97021,0,63751.97021,NA,0,0,NA,NA,NA,Full
19_3,Week.1,1,2019-07-01,2019-07-05,Western Delta,4,16,0,68791.26397,0,49682.57953,190166275,0,NA,NA,NA,NA,
19_3,Week.1,1,2019-07-01,2019-07-05,Suisun Bay,6,22,1,91066.46942,1,65770.22791,285840678,5622.401148,99560401.05,9977.995844,266,28597,
19_3,Week.1,1,2019-07-01,2019-07-05,Suisun Marsh,5,20,2,72592.81905,2,52428.14709,76278718,3030.677998,15500344.3,3937.047663,263,12978,
19_3,Week.1,1,2019-07-01,2019-07-05,Lower Sacramento,7,28,0,108540.6151,0,78390.44424,88162170,0,NA,NA,NA,NA,
19_3,Week.1,1,2019-07-01,2019-07-05,Cache Slough LI,6,22,0,74497.80894,0,53803.97312,33420492,0,NA,NA,NA,NA,
19_3,Week.1,1,2019-07-01,2019-07-05,Sac DW Ship Channel,6,16,58,65884.74747,58,47583.42873,30411491,55963.32474,705026298.4,26552.33132,20906,122281,
19_3,Week.1,1,2019-07-01,2019-07-05,Lower San Joaquin,3,12,0,56979.8549,0,41152.11743,122096565,0,NA,NA,NA,NA,
19_3,Week.1,1,2019-07-01,2019-07-05,Total,37,136,61,538353.5788,61,388810.9181,NA,64616.40389,820087043.7,28637.16194,25760,135476,Full
19_3,Week.2,2,2019-07-08,2019-07-11,Western Delta,5,20,0,84798.50341,0,61243.36357,190166275,0,NA,NA,NA,NA,
19_3,Week.2,2,2019-07-08,2019-07-11,Suisun Bay,6,22,1,84539.36008,1,61056.2045,285840678,5146.539974,89403034.63,9455.317796,227,26616,
19_3,Week.2,2,2019-07-08,2019-07-11,Suisun Marsh,6,24,1,81274.96294,1,58698.58435,76278718,1299.709863,1689754.771,1299.905678,180,4699,
19_3,Week.2,2,2019-07-08,2019-07-11,Lower Sacramento,6,24,0,97590.32121,0,70481.89865,88162170,0,NA,NA,NA,NA,
19_3,Week.2,2,2019-07-08,2019-07-11,Cache Slough LI,6,21,1,76966.24179,1,55586.73018,33420492,602.5411146,362631.8512,602.1892154,83,2178,
19_3,Week.2,2,2019-07-08,2019-07-11,Sac DW Ship Channel,6,18,11,68782.38997,11,49676.17053,30411491,8764.459468,49599387.42,7042.683255,1713,27248,
19_3,Week.2,2,2019-07-08,2019-07-11,Lower San Joaquin,3,12,0,48180.32706,0,34796.90288,122096565,0,NA,NA,NA,NA,
19_3,Week.2,2,2019-07-08,2019-07-11,Total,38,141,14,542132.1065,14,391539.8547,NA,15813.25042,141054808.7,11876.64972,3409,46901,Full
19_3,Week.3,3,2019-07-15,2019-07-19,Western Delta,5,20,0,83894.36616,0,60590.37556,190166275,0,NA,NA,NA,NA,
19_3,Week.3,3,2019-07-15,2019-07-19,Suisun Bay,6,18,2,72722.44688,2,52521.76719,285840678,10885.32723,59277913.88,7699.215147,2550,30966,
19_3,Week.3,3,2019-07-15,2019-07-19,Suisun Marsh,6,24,0,95609.95847,0,69051.63668,76278718,0,NA,NA,NA,NA,
19_3,Week.3,3,2019-07-15,2019-07-19,Lower Sacramento,7,26,3,111219.6651,3,80325.31367,88162170,3173.675774,6164199.633,2482.780625,645,9684,
19_3,Week.3,3,2019-07-15,2019-07-19,Cache Slough LI,6,24,0,78360.02176,0,56593.34905,33420492,0,NA,NA,NA,NA,
19_3,Week.3,3,2019-07-15,2019-07-19,Sac DW Ship Channel,6,24,1,83111.88137,1,60025.24766,30411491,506.6529785,256794.6706,506.74912,70,1832,
19_3,Week.3,3,2019-07-15,2019-07-19,Lower San Joaquin,3,11,0,34440.45131,0,24873.65928,122096565,0,NA,NA,NA,NA,
19_3,Week.3,3,2019-07-15,2019-07-19,Total,39,147,6,559358.791,6,403981.3491,NA,14565.65598,65698908.19,8105.486302,4599,35226,Full
19_3,Week.4,4,2019-07-22,2019-07-25,Western Delta,4,16,0,65202.68493,0,47090.82801,190166275,0,NA,NA,NA,NA,
19_3,Week.4,4,2019-07-22,2019-07-25,Suisun Bay,6,24,0,112978.4024,0,81595.51287,285840678,0,NA,NA,NA,NA,
19_3,Week.4,4,2019-07-22,2019-07-25,Suisun Marsh,6,24,0,92740.28593,0,66979.0954,76278718,0,NA,NA,NA,NA,
19_3,Week.4,4,2019-07-22,2019-07-25,Lower Sacramento,7,26,1,92322.42153,1,66677.30444,88162170,1421.717197,7285198.394,2699.110667,59,7466,
19_3,Week.4,4,2019-07-22,2019-07-25,Cache Slough LI,6,24,0,86612.50669,0,62553.47705,33420492,0,NA,NA,NA,NA,
19_3,Week.4,4,2019-07-22,2019-07-25,Sac DW Ship Channel,6,20,11,76246.09967,11,55066.62754,30411491,9637.747821,58143615.29,7625.196082,1927,29641,
19_3,Week.4,4,2019-07-22,2019-07-25,Lower San Joaquin,5,20,0,76642.05989,0,55352.59881,122096565,0,NA,NA,NA,NA,
19_3,Week.4,4,2019-07-22,2019-07-25,Total,40,154,12,602744.4611,12,435315.4441,NA,11059.46502,65428813.68,8088.807927,2475,32202,Full
19_3,Week.5,5,2019-07-29,2019-08-02,Western Delta,4,16,0,66090.3098,0,47731.89041,190166275,0,NA,NA,NA,NA,
19_3,Week.5,5,2019-07-29,2019-08-02,Suisun Bay,7,24,3,110449.6488,3,79769.19082,285840678,12844.22294,133724524.7,11563.93206,2108,43215,
19_3,Week.5,5,2019-07-29,2019-08-02,Suisun Marsh,6,21,1,81033.00598,1,58523.83765,76278718,1303.815926,1703707.546,1305.261486,180,4717,
19_3,Week.5,5,2019-07-29,2019-08-02,Lower Sacramento,6,24,0,103776.6239,0,74949.78396,88162170,0,NA,NA,NA,NA,
19_3,Week.5,5,2019-07-29,2019-08-02,Cache Slough LI,7,22,0,70426.32693,0,50863.45834,33420492,0,NA,NA,NA,NA,
19_3,Week.5,5,2019-07-29,2019-08-02,Sac DW Ship Channel,6,21,7,74436.47723,7,53759.678,30411491,6768.323981,22933339.2,4788.876612,1585,19259,
19_3,Week.5,5,2019-07-29,2019-08-02,Lower San Joaquin,3,12,0,55159.11187,0,39837.13635,122096565,0,NA,NA,NA,NA,
19_3,Week.5,5,2019-07-29,2019-08-02,Total,39,140,11,561371.5046,11,405434.9755,NA,20916.36285,158361571.5,12584.17941,6030,53274,Full
19_3,Week.6,6,2019-08-05,2019-08-08,Western Delta,4,16,0,72797.70741,0,52576.12202,190166275,0,NA,NA,NA,NA,
19_3,Week.6,6,2019-08-05,2019-08-08,Suisun Bay,6,24,0,100293.522,0,72434.21031,285840678,0,NA,NA,NA,NA,
19_3,Week.6,6,2019-08-05,2019-08-08,Suisun Marsh,6,22,1,96778.74317,1,69895.75896,76278718,1099.478659,1983074.285,1408.216704,98,4668,
19_3,Week.6,6,2019-08-05,2019-08-08,Lower Sacramento,6,24,0,90897.63872,0,65648.29463,88162170,0,NA,NA,NA,NA,
19_3,Week.6,6,2019-08-05,2019-08-08,Cache Slough LI,6,24,0,80625.2512,0,58229.34809,33420492,0,NA,NA,NA,NA,
